episode,reward,won,steps,loss
129,1.9444444444444442,1,67.0,0.03047407977283001
130,-0.9953703703703703,0,2.0,-0.005998814478516579
131,2.1412037037037033,1,91.0,-0.25098398327827454
132,-1.0,0,1.0,0.11445656418800354
133,-0.17361111111111072,0,66.0,-0.6651965379714966
134,0.0185185185185186,0,74.0,0.2122465819120407
135,-0.2129629629629629,0,34.0,-0.025290902704000473
136,1.8703703703703702,1,72.0,0.30196449160575867
137,0.08333333333333348,0,92.0,0.04771716147661209
138,-0.3078703703703709,0,59.0,-0.035298604518175125
139,2.094907407407407,1,82.0,0.3073432445526123
140,-0.35416666666666674,0,57.0,-0.012597581371665001
141,2.094907407407407,1,87.0,-0.3381615877151489
142,2.1226851851851842,1,73.0,0.08694161474704742
143,2.0902777777777777,1,91.0,0.03142432123422623
144,2.1226851851851847,1,83.0,0.11200008541345596
145,-0.585648148148148,0,15.0,0.012899750843644142
146,-0.9652777777777778,0,8.0,-0.015475890599191189
147,-0.16203703703703698,0,60.0,-0.017495155334472656
148,1.9398148148148142,1,82.0,-0.24566875398159027
149,-0.3912037037037037,0,33.0,0.009913843125104904
150,-0.18749999999999967,0,44.0,0.0006874464452266693
151,1.9861111111111098,1,95.0,-0.20434784889221191
152,-0.23842592592592593,0,20.0,-0.018266422674059868
153,-1.0,0,1.0,0.11262655258178711
154,-1.0,0,1.0,0.09321296215057373
155,2.0370370370370363,1,55.0,-0.017756398767232895
156,-0.9953703703703703,0,2.0,-0.09803996980190277
157,0.1157407407407407,0,85.0,0.0698663592338562
158,-0.5439814814814814,0,54.0,-0.02267531305551529
159,-0.35879629629629606,0,59.0,-0.037397123873233795
160,2.1134259259259256,1,66.0,0.27859407663345337
161,1.657407407407407,1,38.0,-0.03660719841718674
162,2.122685185185185,1,82.0,0.120137520134449
163,-0.3449074074074072,0,18.0,0.0048855748027563095
164,-0.39583333333333315,0,8.0,0.08155795186758041
165,2.062499999999999,1,69.0,0.06784620136022568
166,-0.36342592592592593,0,28.0,-0.003920083865523338
167,-0.09722222222222199,0,54.0,-0.021254736930131912
168,2.127314814814814,1,72.0,0.3504393398761749
169,-0.9236111111111112,0,12.0,-0.004563274793326855
170,-0.9953703703703703,0,2.0,0.0834415927529335
171,2.189814814814814,1,90.0,0.03209127485752106
172,-0.8125000000000001,0,29.0,-0.013503123074769974
173,1.9513888888888884,1,65.0,0.9095987677574158
174,2.106481481481481,1,77.0,-0.22416256368160248
175,2.0995370370370368,1,58.0,-0.030475527048110962
176,-0.3101851851851851,0,14.0,0.010011769831180573
177,-0.49537037037037013,0,19.0,0.01985282078385353
178,-0.20370370370370405,0,57.0,-0.026951447129249573
179,-0.6388888888888888,0,16.0,0.007063623517751694
180,-0.5578703703703701,0,46.0,-0.018285874277353287
181,2.0995370370370368,1,60.0,-0.033310580998659134
182,-0.6412037037037037,0,30.0,-0.011878516525030136
183,-0.5439814814814814,0,22.0,-0.007037188857793808
184,-1.0,0,1.0,0.07812750339508057
185,-0.9907407407407407,0,3.0,-0.041947998106479645
186,-1.0,0,1.0,0.061055611819028854
187,-0.21064814814814792,0,39.0,-0.04345288500189781
188,-0.287037037037037,0,16.0,-0.00725165382027626
189,2.087962962962963,1,64.0,-0.03377830237150192
190,-0.27083333333333337,0,25.0,-0.04028791934251785
191,-0.2824074074074072,0,33.0,-0.004887664690613747
192,2.11574074074074,1,74.0,-0.0163520909845829
193,-0.23148148148148118,0,27.0,-0.04762712121009827
194,2.0787037037037033,1,68.0,-0.0705399364233017
195,-0.9907407407407407,0,3.0,0.03741960972547531
196,-0.9861111111111112,0,4.0,-0.0551530197262764
197,-0.5995370370370368,0,29.0,-0.006796775385737419
198,-1.0,0,1.0,0.05262058600783348
199,-0.2754629629629628,0,24.0,-0.012562043964862823
200,2.1134259259259256,1,74.0,0.02969181165099144
201,-1.0,0,1.0,0.041600003838539124
202,-1.0,0,1.0,0.031153880059719086
203,-0.3796296296296293,0,43.0,-0.018263135105371475
204,-0.38657407407407396,0,44.0,-0.03648865222930908
205,-0.9953703703703703,0,2.0,-0.06033031642436981
206,-0.9907407407407407,0,3.0,-0.05315637215971947
207,-1.0,0,1.0,0.005583629012107849
208,-0.06712962962962965,0,49.0,-0.025915931910276413
209,2.127314814814814,1,68.0,0.4111514687538147
210,2.0902777777777777,1,77.0,-0.2536352872848511
211,-0.3819444444444443,0,12.0,0.025125503540039062
212,2.106481481481481,1,61.0,-0.018532216548919678
213,-0.5787037037037037,0,34.0,-0.048248182982206345
214,-0.9652777777777778,0,8.0,-0.03189164027571678
215,-0.5347222222222222,0,16.0,-0.019867006689310074
216,-0.15509259259259267,0,48.0,-0.027908476069569588
217,-0.30787037037037024,0,31.0,-0.0544087290763855
218,-0.5231481481481481,0,17.0,-0.008926592767238617
219,-0.12500000000000022,0,48.0,-0.03247370570898056
220,-0.6203703703703703,0,28.0,-0.02176625467836857
221,-0.9814814814814815,0,5.0,-0.0826292484998703
222,-0.27777777777777757,0,35.0,-0.055580347776412964
223,-0.37962962962962954,0,40.0,-0.02583872526884079
224,-0.9050925925925926,0,8.0,-0.030044209212064743
225,-0.15509259259259256,0,53.0,-0.038561537861824036
226,-0.5532407407407407,0,48.0,-0.04589555412530899
227,0.04629629629629606,0,72.0,0.1799890100955963
228,-0.11574074074074059,0,29.0,-0.01640741154551506
229,1.7800925925925917,1,70.0,-0.1686331331729889
230,2.1203703703703694,1,84.0,0.004160087555646896
231,-0.4050925925925922,0,32.0,-0.026241235435009003
232,-0.1782407407407406,0,21.0,-0.022545667365193367
233,2.0972222222222214,1,68.0,-0.22073650360107422
234,-1.0,0,1.0,-0.011065008118748665
235,-0.40740740740740744,0,37.0,-0.031648553907871246
236,2.085648148148148,1,68.0,0.05195798724889755
237,-0.20833333333333348,0,47.0,-0.056296125054359436
238,0.039351851851851416,0,75.0,0.1327556073665619
239,-0.6226851851851851,0,23.0,-0.06748822331428528
240,-0.5787037037037037,0,4.0,-0.020734110847115517
241,-0.5416666666666667,0,10.0,-0.011061552911996841
242,-0.9907407407407407,0,3.0,-0.06159328296780586
243,-0.35185185185185164,0,26.0,-0.03217732906341553
244,-0.1527777777777779,0,54.0,-0.05898268520832062
245,2.1226851851851842,1,72.0,0.21074408292770386
246,-0.349537037037037,0,41.0,-0.03096820041537285
247,-0.37731481481481477,0,33.0,-0.031676024198532104
248,-0.9953703703703703,0,2.0,-0.06974949687719345
249,-0.3194444444444442,0,36.0,-0.03284226730465889
250,-1.0,0,1.0,0.02371176891028881
251,1.7939814814814805,1,71.0,0.0631808415055275
252,-0.2754629629629627,0,34.0,-0.03145039826631546
253,-0.8958333333333334,0,15.0,-0.02575954794883728
254,-0.40740740740740733,0,30.0,-0.05139685422182083
255,2.108796296296296,1,67.0,-1.1957135200500488
256,-0.4097222222222221,0,24.0,-0.009650669991970062
257,-0.47685185185185175,0,5.0,-0.10958752036094666
258,-0.6944444444444443,0,20.0,-0.021716998890042305
259,-0.4814814814814813,0,26.0,-0.04051053524017334
260,-0.6342592592592594,0,21.0,-0.024257125332951546
261,-1.0,0,1.0,-0.009844519197940826
262,2.0995370370370368,1,38.0,0.0023150909692049026
263,1.791666666666666,1,56.0,-0.03241243213415146
264,-0.37962962962962954,0,14.0,-0.045878421515226364
265,-0.3194444444444443,0,24.0,-0.042431868612766266
266,-1.0,0,1.0,0.006063650827854872
267,1.9606481481481473,1,100.0,-0.16086521744728088
268,-0.32638888888888884,0,12.0,-0.04065365344285965
269,-0.9907407407407407,0,3.0,-0.09236466139554977
270,-0.8101851851851851,0,10.0,-0.056953951716423035
271,-0.9513888888888888,0,11.0,-0.08816774189472198
272,-0.9745370370370371,0,6.0,-0.0604168064892292
273,-0.40740740740740733,0,9.0,-0.057055868208408356
274,-0.6226851851851851,0,13.0,-0.03637690842151642
275,-0.511574074074074,0,12.0,-0.03907829895615578
276,-0.5138888888888888,0,11.0,-0.07136404514312744
277,1.9259259259259252,1,70.0,0.12471525371074677
278,-0.826388888888889,0,16.0,-0.07567843794822693
279,-0.9675925925925926,0,8.0,-0.12379565834999084
280,2.0856481481481475,1,52.0,0.010293764993548393
281,-1.0,0,1.0,-0.010128069669008255
282,-0.9768518518518519,0,6.0,-0.024833794683218002
283,-0.875,0,10.0,-0.04289897531270981
284,1.837962962962962,1,82.0,-0.09690003842115402
285,-0.9259259259259259,0,16.0,-0.04967784509062767
286,1.8032407407407396,1,86.0,0.06939176470041275
287,-0.9212962962962963,0,7.0,-0.09856532514095306
288,-0.4004629629629629,0,20.0,-0.05871513858437538
289,-0.9490740740740741,0,7.0,-0.041124600917100906
290,-0.36342592592592593,0,7.0,-0.029066186398267746
291,-0.9861111111111112,0,4.0,-0.1777746081352234
292,0.11342592592592537,0,67.0,0.3209085464477539
293,-0.22222222222222243,0,38.0,-0.041075967252254486
294,2.2060185185185177,1,95.0,-0.029531285166740417
295,2.145833333333333,1,79.0,0.03593463823199272
296,2.1736111111111103,1,82.0,-0.6264562606811523
297,-0.9953703703703703,0,2.0,-0.139534592628479
298,-0.2037037037037035,0,24.0,-0.027023795992136
299,-0.3935185185185185,0,17.0,-0.05204804241657257
300,-0.29861111111111094,0,21.0,-0.058276306837797165
301,-0.5810185185185186,0,37.0,-0.06287264078855515
302,-0.2407407407407406,0,15.0,-0.033641330897808075
303,-1.0,0,1.0,0.003288834821432829
304,-0.33333333333333337,0,14.0,-0.021099325269460678
305,-0.5625,0,14.0,-0.04021724313497543
306,0.11574074074074003,0,83.0,-0.050901200622320175
307,-0.712962962962963,0,10.0,-0.08580103516578674
308,-0.6967592592592593,0,26.0,-0.02771088480949402
309,-1.0,0,1.0,0.001912043895572424
310,-0.36805555555555514,0,32.0,-0.05208165943622589
311,-0.6226851851851851,0,28.0,-0.06227707117795944
312,-0.6157407407407408,0,20.0,-0.052166715264320374
313,-0.4837962962962963,0,8.0,-0.06713196635246277
314,-0.3310185185185185,0,13.0,-0.026991020888090134
315,-0.9953703703703703,0,2.0,-0.055388495326042175
316,-1.0,0,1.0,-0.033386215567588806
317,-0.34259259259259256,0,35.0,-0.03911234438419342
318,-0.6273148148148149,0,18.0,-0.03710239753127098
319,-0.5416666666666665,0,30.0,-0.0529569573700428
320,-0.9814814814814815,0,5.0,-0.018607312813401222
321,-0.37962962962962976,0,28.0,-0.036578066647052765
322,-0.3819444444444442,0,32.0,-0.05385330691933632
323,-0.4374999999999998,0,21.0,-0.0764252245426178
324,-0.023148148148149028,0,69.0,-0.8564717173576355
325,-0.5300925925925926,0,18.0,-0.04362870007753372
326,-0.5555555555555555,0,6.0,-0.07604542374610901
327,-0.787037037037037,0,6.0,-0.12962156534194946
328,-0.599537037037037,0,15.0,-0.08310851454734802
329,-1.0,0,1.0,-0.005021551623940468
330,-0.29166666666666674,0,8.0,-0.04398740082979202
331,-0.6481481481481481,0,7.0,-0.056182555854320526
332,-1.0,0,1.0,-0.020721588283777237
333,-1.0,0,1.0,-0.004519051872193813
334,-0.9953703703703703,0,2.0,-0.0631602555513382
335,-0.5,0,28.0,-0.07797255367040634
336,-0.8634259259259259,0,12.0,-0.06703133881092072
337,-0.7708333333333334,0,16.0,-0.05564424768090248
338,-0.9861111111111112,0,4.0,-0.12063241004943848
339,-0.8101851851851852,0,8.0,-0.07159051299095154
340,-0.9861111111111112,0,4.0,-0.05794542282819748
341,-1.0,0,1.0,-0.014421148225665092
342,1.9999999999999991,1,78.0,-0.3481289744377136
343,0.12268518518518445,0,70.0,-0.4104640781879425
344,2.106481481481481,1,61.0,0.018452482298016548
345,-1.0,0,1.0,-0.0113832401111722
346,1.650462962962962,1,58.0,0.009798580780625343
347,2.108796296296296,1,54.0,0.005789885297417641
348,-1.0,0,1.0,-0.03556659445166588
349,2.1388888888888884,1,63.0,0.0018191486597061157
350,-0.537037037037037,0,7.0,-0.10768650472164154
351,-0.39814814814814814,0,5.0,-0.10034772753715515
352,-0.8773148148148149,0,15.0,-0.0522734634578228
353,2.1111111111111107,1,39.0,0.049556609243154526
354,-0.46990740740740733,0,16.0,-0.07632091641426086
355,-0.8148148148148149,0,3.0,-0.05678267031908035
356,-0.7638888888888888,0,10.0,-0.11331354826688766
357,-0.5625,0,19.0,-0.04686887934803963
358,-0.9166666666666667,0,17.0,-0.04137331247329712
359,-0.32638888888888884,0,20.0,-0.0430590882897377
360,-1.0,0,1.0,-0.022375386208295822
361,-0.23611111111111094,0,25.0,-0.03277300298213959
362,-0.8634259259259259,0,14.0,-0.06148209795355797
363,-1.0,0,1.0,-0.03544088825583458
364,-0.6388888888888888,0,4.0,-0.05321231111884117
365,-0.4351851851851851,0,16.0,-0.08736573904752731
366,-0.5277777777777778,0,10.0,-0.08777646720409393
367,-0.8356481481481481,0,11.0,-0.045899972319602966
368,2.1597222222222214,1,89.0,-0.11261443793773651
369,0.11805555555555469,0,73.0,-0.36273324489593506
370,2.1157407407407396,1,70.0,-0.18445661664009094
371,-0.9513888888888888,0,10.0,-0.04433486610651016
372,-0.47685185185185164,0,40.0,-0.04459569603204727
373,-0.775462962962963,0,11.0,-0.0676802396774292
374,-0.9328703703703703,0,7.0,-0.0948670357465744
375,-1.0,0,1.0,-0.030646689236164093
376,-0.35416666666666674,0,28.0,-0.02522769197821617
377,-0.9907407407407407,0,3.0,-0.0718640685081482
378,-1.0,0,1.0,-0.028171880170702934
379,-0.435185185185185,0,18.0,-0.0485747829079628
380,2.1388888888888875,1,72.0,0.43036752939224243
381,-1.0,0,1.0,-0.04059632495045662
382,-1.0,0,1.0,-0.04062735289335251
383,-0.5833333333333334,0,19.0,-0.044605448842048645
384,-0.3912037037037034,0,28.0,-0.06508168578147888
385,-0.537037037037037,0,17.0,-0.05784875899553299
386,-0.48611111111111105,0,11.0,-0.05285206064581871
387,-1.0,0,1.0,-0.008770753629505634
388,-0.8564814814814815,0,14.0,-0.06783443689346313
389,-0.7222222222222222,0,3.0,-0.2036449909210205
390,-0.7175925925925926,0,5.0,-0.1011539101600647
391,0.19212962962962865,0,87.0,-0.08951518684625626
392,-0.7939814814814815,0,20.0,-0.04934285953640938
393,-0.19444444444444442,0,14.0,-0.07072073966264725
394,-0.9675925925925926,0,8.0,-0.06302103400230408
395,2.1319444444444438,1,66.0,0.6850441098213196
396,-0.7222222222222222,0,2.0,-0.13259832561016083
397,-1.0,0,1.0,-0.01609954982995987
398,-1.0,0,1.0,-0.039769358932971954
399,-0.9907407407407407,0,3.0,0.06945304572582245
400,-0.962962962962963,0,9.0,-0.05465443432331085
401,-0.30787037037037035,0,18.0,-0.04699443280696869
402,-1.0,0,1.0,-0.04466173052787781
403,-0.7152777777777777,0,13.0,-0.09976768493652344
404,-0.39583333333333315,0,12.0,-0.10793635249137878
405,-0.9814814814814815,0,5.0,-0.14262159168720245
406,-0.5740740740740741,0,8.0,-0.05662906914949417
407,-0.5185185185185185,0,12.0,-0.04981561377644539
408,-0.35185185185185175,0,29.0,-0.03700137138366699
409,-0.6296296296296297,0,15.0,-0.06992895901203156
410,-0.4282407407407406,0,13.0,-0.04791116714477539
411,2.1458333333333326,1,91.0,0.12543678283691406
412,-0.5671296296296297,0,13.0,-0.07817612588405609
413,2.1342592592592586,1,70.0,0.1459411233663559
414,-0.5972222222222222,0,30.0,-0.05002583563327789
415,-0.9907407407407407,0,3.0,-0.14073196053504944
416,1.9976851851851847,1,66.0,0.667465329170227
417,-0.9699074074074074,0,7.0,-0.02792687714099884
418,-0.7777777777777778,0,4.0,-0.0572551004588604
419,-1.0,0,1.0,-0.04330504313111305
420,-0.9861111111111112,0,4.0,-0.1564365029335022
421,-0.4629629629629629,0,8.0,-0.09065188467502594
422,-0.45833333333333315,0,9.0,-0.11425848305225372
423,-1.0,0,1.0,-0.012742734514176846
424,-0.7685185185185186,0,8.0,-0.06385645270347595
425,-0.3657407407407407,0,20.0,-0.07545769214630127
426,-0.8101851851851852,0,7.0,-0.06126909703016281
427,-1.0,0,1.0,-0.013209516182541847
428,-0.9814814814814815,0,5.0,-0.06925177574157715
429,-0.8287037037037037,0,9.0,-0.07622511684894562
430,-0.3124999999999999,0,12.0,-0.086729034781456
431,-0.9398148148148148,0,4.0,-0.1280885487794876
432,-0.8587962962962964,0,12.0,-0.1007068082690239
433,-0.22916666666666663,0,21.0,-0.08195650577545166
434,2.1342592592592586,1,73.0,-0.06043624505400658
435,-0.6342592592592593,0,8.0,-0.10654652118682861
436,-0.1874999999999999,0,36.0,-0.07077404856681824
437,-0.33333333333333304,0,18.0,-0.10009707510471344
438,2.148148148148147,1,81.0,-0.4246053993701935
439,-0.7731481481481481,0,7.0,-0.09171545505523682
440,-1.0,0,1.0,-0.011049064807593822
441,-1.0,0,1.0,-0.02391328290104866
442,-1.0,0,1.0,-0.04721362516283989
443,-0.699074074074074,0,10.0,-0.07727234065532684
444,-0.5277777777777777,0,20.0,-0.09495913982391357
445,-0.9953703703703703,0,2.0,-0.22182001173496246
446,2.1782407407407396,1,86.0,-0.12406162917613983
447,-0.5393518518518516,0,17.0,-0.07776083052158356
448,-1.0,0,1.0,-0.038418300449848175
449,-0.5787037037037037,0,5.0,-0.07410646229982376
450,-0.3657407407407407,0,9.0,-0.06144803389906883
451,-0.7777777777777778,0,2.0,-0.08455297350883484
452,-0.8796296296296297,0,12.0,-0.06435330212116241
453,2.1504629629629624,1,58.0,0.018284108489751816
454,-0.4375,0,10.0,-0.07745793461799622
455,-0.2523148148148149,0,27.0,-0.061370715498924255
456,-0.9907407407407407,0,3.0,-0.2152310013771057
457,-0.8518518518518519,0,8.0,-0.09868413954973221
458,2.2037037037037033,1,73.0,-0.26012787222862244
459,-0.4791666666666665,0,18.0,-0.07083575427532196
460,-0.5532407407407407,0,33.0,-0.05089990794658661
461,1.8055555555555547,1,57.0,0.001961231231689453
462,-1.0,0,1.0,-0.03673958033323288
463,-0.9953703703703703,0,2.0,-0.13280528783798218
464,-0.9236111111111112,0,8.0,-0.03215980902314186
465,2.199074074074073,1,85.0,-0.44029951095581055
466,-0.8287037037037037,0,9.0,-0.07209214568138123
467,-0.4537037037037036,0,9.0,-0.060340311378240585
468,-0.18981481481481477,0,25.0,-0.0602254644036293
469,-0.9907407407407407,0,3.0,-0.0480889193713665
470,-0.9907407407407407,0,3.0,-0.19282934069633484
471,-0.7175925925925926,0,15.0,-0.08073193579912186
472,-0.9861111111111112,0,4.0,-0.11264738440513611
473,-0.7222222222222222,0,14.0,-0.05829387530684471
474,-0.7962962962962963,0,9.0,-0.08483750373125076
475,-0.43981481481481466,0,13.0,-0.05333196371793747
476,-0.9861111111111112,0,4.0,-0.1789044737815857
477,-0.31481481481481477,0,9.0,-0.13675503432750702
478,-0.349537037037037,0,13.0,-0.10941906273365021
479,-0.7523148148148149,0,18.0,-0.08578717708587646
480,-0.9907407407407407,0,3.0,-0.0636233389377594
481,-0.4884259259259257,0,26.0,-0.03578103333711624
482,-0.9768518518518519,0,6.0,-0.06858900189399719
483,-0.9953703703703703,0,2.0,-0.23586837947368622
484,-0.3564814814814813,0,22.0,-0.08738537132740021
485,-0.9166666666666667,0,7.0,-0.08568531274795532
486,-0.5902777777777779,0,37.0,-0.04569585621356964
487,-1.0,0,1.0,-0.035104360431432724
488,-0.3148148148148149,0,43.0,-0.05010982230305672
489,-1.0,0,1.0,-0.03048638254404068
490,-0.9814814814814815,0,5.0,-0.09352649748325348
491,-0.9907407407407407,0,3.0,-0.10197092592716217
492,1.9629629629629624,1,67.0,-0.36294466257095337
493,-0.9814814814814815,0,5.0,-0.10031504929065704
494,-1.0,0,1.0,-0.033064067363739014
495,-0.5787037037037037,0,16.0,-0.10093711316585541
496,2.134259259259258,1,77.0,0.3314208984375
497,-0.3124999999999998,0,22.0,-0.05299193412065506
498,2.1342592592592586,1,68.0,0.6284204721450806
499,-0.9606481481481481,0,9.0,-0.056909553706645966
500,-1.0,0,1.0,-0.014705806970596313
501,-0.28935185185185164,0,12.0,-0.049580641090869904
502,-0.2129629629629629,0,13.0,-0.039891213178634644
503,-0.38888888888888873,0,38.0,-0.03985927253961563
504,-0.35185185185185186,0,25.0,-0.092489093542099
505,2.1365740740740735,1,78.0,-0.045417215675115585
506,-1.0,0,1.0,0.002805512398481369
507,-1.0,0,1.0,-0.037785496562719345
508,2.1249999999999996,1,57.0,0.002800479531288147
509,-0.5162037037037036,0,21.0,-0.04092473164200783
510,-0.06712962962962954,0,33.0,-0.027585702016949654
511,-0.6851851851851851,0,11.0,-0.054216861724853516
512,-0.6041666666666667,0,38.0,-0.0472879484295845
513,0.1458333333333326,0,81.0,-0.16677823662757874
514,-0.5555555555555556,0,8.0,-0.07603295147418976
515,-0.6527777777777778,0,6.0,-0.1305842101573944
516,-1.0,0,1.0,-0.004863104782998562
517,-0.42361111111111105,0,50.0,-0.04338664188981056
518,-0.22453703703703665,0,33.0,-0.06350118666887283
519,-0.49537037037037035,0,6.0,-0.05416183918714523
520,-0.9953703703703703,0,2.0,-0.2208324372768402
521,-0.28935185185185186,0,29.0,-0.0381094291806221
522,-0.29166666666666663,0,29.0,-0.034489378333091736
523,-1.0,0,1.0,-0.008738306351006031
