episode,reward,won,steps,loss
524,-0.523148148148148,0,17.0,-0.024250218644738197
525,-1.0,0,1.0,-0.019295865669846535
526,-0.3842592592592591,0,31.0,-0.05929997190833092
527,2.1550925925925917,1,93.0,-0.18051229417324066
528,-0.3634259259259258,0,18.0,-0.06111379712820053
529,-0.9953703703703703,0,2.0,-0.1003517359495163
530,-0.8101851851851852,0,12.0,-0.10898350179195404
531,-0.26388888888888895,0,18.0,-0.037407904863357544
532,-0.4606481481481478,0,30.0,-0.056812115013599396
533,-0.9953703703703703,0,2.0,-0.20192724466323853
534,-0.8055555555555556,0,3.0,-0.014331202954053879
535,-0.5416666666666667,0,13.0,-0.05089122802019119
536,-1.0,0,1.0,-0.02936486341059208
537,-0.3101851851851851,0,18.0,-0.05672980472445488
538,-0.8194444444444444,0,10.0,-0.08467157185077667
539,-1.0,0,1.0,-0.03307832032442093
540,0.06944444444444398,0,65.0,-0.46638357639312744
541,-0.9259259259259259,0,6.0,-0.1105542927980423
542,-1.0,0,1.0,-0.03976955637335777
543,-0.8356481481481483,0,21.0,-0.06079627200961113
544,-0.5902777777777777,0,17.0,-0.06990107893943787
545,-0.5509259259259259,0,2.0,-0.10886290669441223
546,-0.8680555555555556,0,14.0,-0.07211843132972717
547,2.1504629629629624,1,74.0,0.0023192614316940308
548,-0.1435185185185186,0,23.0,-0.07799374312162399
549,-0.2754629629629629,0,10.0,-0.08311553299427032
550,-1.0,0,1.0,-0.03724493086338043
551,-0.6574074074074072,0,11.0,-0.06164238601922989
552,2.1064814814814805,1,78.0,-0.3467549681663513
553,-1.0,0,1.0,-0.005949709564447403
554,-0.9027777777777778,0,5.0,-0.11475744843482971
555,-0.9768518518518519,0,6.0,-0.10049736499786377
556,-0.4097222222222222,0,18.0,-0.04627053439617157
557,-0.4629629629629629,0,10.0,-0.08408065140247345
558,-0.7615740740740741,0,14.0,-0.06307508051395416
559,-0.699074074074074,0,5.0,-0.09886441379785538
560,-0.48611111111111094,0,12.0,-0.04777998849749565
561,-0.9861111111111112,0,4.0,-0.14811627566814423
562,-0.9814814814814815,0,5.0,-0.04952231049537659
563,-0.37962962962962954,0,9.0,-0.055845655500888824
564,-0.9953703703703703,0,2.0,-0.1233353465795517
565,-0.40277777777777746,0,33.0,-0.08362282812595367
566,-0.43981481481481477,0,9.0,-0.11559367179870605
567,-0.5740740740740741,0,5.0,-0.09450221806764603
568,-0.7685185185185185,0,3.0,-0.12287291884422302
569,-0.8101851851851852,0,9.0,-0.04168152064085007
570,-0.9953703703703703,0,2.0,-0.21409624814987183
571,-0.7708333333333334,0,9.0,-0.10944440960884094
572,-1.0,0,1.0,-0.005006328225135803
573,-0.9768518518518519,0,6.0,-0.04889332875609398
574,-0.9768518518518519,0,6.0,-0.08434219658374786
575,-0.5601851851851851,0,4.0,-0.1537337750196457
576,-0.8425925925925926,0,7.0,-0.022525781765580177
577,-0.5324074074074074,0,7.0,-0.05674518272280693
578,-0.8564814814814815,0,11.0,-0.12718145549297333
579,-0.49537037037037024,0,17.0,-0.05081179738044739
580,-0.9907407407407407,0,3.0,-0.09617789089679718
581,-0.42129629629629617,0,12.0,-0.05548588186502457
582,-1.0,0,1.0,-0.02448135055601597
583,-0.5671296296296295,0,13.0,-0.10296789556741714
584,-0.8078703703703705,0,9.0,-0.07341031730175018
585,-0.49537037037037024,0,11.0,-0.06697343289852142
586,-0.4629629629629628,0,13.0,-0.07803831994533539
587,-0.9907407407407407,0,3.0,-0.1871938854455948
588,-0.6435185185185186,0,7.0,-0.07294848561286926
589,-0.7685185185185185,0,2.0,-0.21665996313095093
590,-0.9953703703703703,0,2.0,-0.22635184228420258
591,-0.9444444444444444,0,3.0,-0.06053977459669113
592,-0.2037037037037035,0,37.0,-0.045946311205625534
593,-0.9722222222222222,0,7.0,-0.08669571578502655
594,-1.0,0,1.0,-0.032191548496484756
595,-0.9513888888888888,0,11.0,-0.05127088725566864
596,-1.0,0,1.0,-0.011944711208343506
597,-0.9907407407407407,0,3.0,-0.03429281711578369
598,0.1527777777777768,0,84.0,0.06188665330410004
599,-0.09722222222222232,0,46.0,-0.05813770741224289
600,-0.05092592592592615,0,51.0,-0.03849765658378601
601,-0.3842592592592593,0,7.0,-0.08403045684099197
602,-0.7731481481481481,0,4.0,-0.12484190613031387
603,-0.3009259259259258,0,9.0,-0.06743677705526352
604,-0.7175925925925927,0,18.0,-0.08691577613353729
605,-1.0,0,1.0,-0.02383817732334137
606,-0.28935185185185164,0,17.0,-0.09237052500247955
607,-0.4444444444444444,0,19.0,-0.05399242416024208
608,-0.4537037037037037,0,8.0,-0.08541219681501389
609,2.1527777777777772,1,70.0,-0.39799708127975464
610,2.1666666666666656,1,90.0,-0.046896182000637054
611,-0.34259259259259267,0,32.0,-0.05588197708129883
612,-0.9953703703703703,0,2.0,-0.11225057393312454
613,-0.5277777777777777,0,9.0,-0.0975787565112114
614,-1.0,0,1.0,0.0012867217883467674
615,1.3634259259259258,1,45.0,0.015486469492316246
616,-1.0,0,1.0,-0.03795338049530983
617,-1.0,0,1.0,-0.043304163962602615
618,-0.4652777777777778,0,15.0,-0.02596006542444229
619,-0.9953703703703703,0,2.0,-0.10191565006971359
620,-0.8425925925925927,0,11.0,-0.1150791123509407
621,-1.0,0,1.0,-0.008393760770559311
622,-0.32638888888888895,0,5.0,-0.010216452181339264
623,-0.9814814814814815,0,5.0,-0.07721416652202606
624,-0.9768518518518519,0,6.0,-0.16653470695018768
625,-0.9907407407407407,0,3.0,-0.20414170622825623
626,-0.9861111111111112,0,4.0,-0.01797710545361042
627,-0.8287037037037037,0,8.0,-0.1302351951599121
628,-1.0,0,1.0,-0.021364232525229454
629,-0.9953703703703703,0,2.0,-0.030528472736477852
630,-1.0,0,1.0,-0.034487005323171616
631,-0.1782407407407406,0,44.0,-0.052872948348522186
632,-0.43981481481481477,0,24.0,-0.07456767559051514
633,-0.13888888888888884,0,39.0,-0.06427162885665894
634,-0.5092592592592591,0,12.0,-0.0969315767288208
635,-1.0,0,1.0,-0.0406009778380394
636,-0.9953703703703703,0,2.0,-0.08326197415590286
637,-0.638888888888889,0,17.0,-0.08421867340803146
638,-0.37731481481481466,0,14.0,-0.10617922246456146
639,-0.5324074074074072,0,12.0,-0.10894700884819031
640,-1.0,0,1.0,-0.040961381047964096
641,-1.0,0,1.0,-0.0433521494269371
642,2.118055555555555,1,57.0,0.01861307956278324
643,-0.9212962962962963,0,12.0,-0.11511661112308502
644,-0.43055555555555547,0,9.0,-0.030081408098340034
645,2.1574074074074066,1,77.0,-0.007826868444681168
646,-0.5972222222222221,0,12.0,-0.06516323983669281
647,-0.5462962962962963,0,25.0,-0.04852013289928436
648,-0.9652777777777778,0,8.0,-0.09520057588815689
649,-0.7407407407407407,0,7.0,-0.09806278347969055
650,-0.5509259259259259,0,5.0,-0.16957545280456543
651,-1.0,0,1.0,-0.010924464091658592
652,-0.9907407407407407,0,3.0,-0.015883484855294228
653,-0.36805555555555547,0,14.0,-0.10226064920425415
654,-0.26157407407407396,0,23.0,-0.05878192186355591
655,-0.9120370370370371,0,10.0,-0.096528559923172
656,-1.0,0,1.0,-0.05125577002763748
657,-0.7083333333333333,0,9.0,-0.1403220295906067
658,-0.6296296296296295,0,11.0,-0.12612324953079224
659,-1.0,0,1.0,-0.029205016791820526
660,-0.9652777777777778,0,8.0,-0.07986774295568466
661,-1.0,0,1.0,-0.03779435157775879
662,-0.5972222222222223,0,15.0,-0.09199646860361099
663,-0.7592592592592593,0,2.0,-0.14032813906669617
664,-1.0,0,1.0,-0.03849782794713974
665,-0.599537037037037,0,11.0,-0.041360173374414444
666,-0.31712962962962954,0,12.0,-0.06376025080680847
667,-1.0,0,1.0,-0.0541212372481823
668,-0.9722222222222222,0,7.0,-0.08520524948835373
669,-0.4282407407407407,0,7.0,-0.046751271933317184
670,-0.8842592592592593,0,9.0,-0.055110178887844086
671,2.0995370370370363,1,77.0,-0.1947593241930008
672,-0.43981481481481466,0,8.0,-0.054349686950445175
673,-1.0,0,1.0,-0.04447301849722862
674,-0.3819444444444444,0,22.0,-0.05950239300727844
675,-0.9675925925925926,0,8.0,-0.07655163109302521
676,-1.0,0,1.0,-0.04850848764181137
677,-0.9907407407407407,0,3.0,-0.11215873062610626
678,-0.32638888888888895,0,14.0,-0.06832185387611389
679,-0.9953703703703703,0,2.0,-0.1594443917274475
680,-0.32407407407407407,0,19.0,-0.06768448650836945
681,-0.9953703703703703,0,2.0,-0.07526817917823792
682,-0.6018518518518517,0,8.0,-0.0652509555220604
683,-1.0,0,1.0,-0.05316215753555298
684,-0.4212962962962963,0,27.0,-0.06060883402824402
685,-0.7916666666666667,0,9.0,-0.06198006123304367
686,-0.43055555555555547,0,7.0,-0.08340774476528168
687,-0.699074074074074,0,8.0,-0.07933621108531952
688,-0.18055555555555547,0,22.0,-0.04052460193634033
689,-0.9074074074074074,0,2.0,-0.06675852835178375
690,-0.9953703703703703,0,2.0,-0.07876024395227432
691,-0.9953703703703703,0,2.0,-0.03273055702447891
692,-0.09722222222222232,0,29.0,-0.0376909077167511
693,-0.44212962962962943,0,15.0,-0.048786710947752
694,-0.9953703703703703,0,2.0,-0.04314395785331726
695,-0.9722222222222222,0,7.0,-0.07709771394729614
696,-1.0,0,1.0,-0.04683903977274895
697,-0.5185185185185185,0,9.0,-0.06838884204626083
698,-0.9560185185185185,0,10.0,-0.09745261818170547
699,-0.650462962962963,0,9.0,-0.07153236120939255
700,-0.9953703703703703,0,2.0,-0.163605734705925
701,-0.29629629629629606,0,20.0,-0.03347938880324364
702,-0.41666666666666663,0,10.0,-0.0706089437007904
703,-0.8287037037037037,0,5.0,-0.07302795350551605
704,-0.9861111111111112,0,4.0,-0.0525442473590374
705,-0.9814814814814815,0,5.0,-0.05924658477306366
706,-0.39814814814814803,0,11.0,-0.07897339016199112
707,-0.9074074074074074,0,6.0,-0.13433292508125305
708,-0.8425925925925926,0,5.0,-0.09205450117588043
709,-0.44212962962962954,0,30.0,-0.07590794563293457
710,2.1550925925925917,1,65.0,0.6595460176467896
711,-0.9814814814814815,0,5.0,-0.13773797452449799
712,-0.7638888888888888,0,4.0,-0.07607951760292053
713,-0.9953703703703703,0,2.0,-0.053907494992017746
714,-0.6388888888888888,0,3.0,-0.0757264494895935
715,-0.2662037037037036,0,17.0,-0.06003275513648987
716,2.189814814814814,1,71.0,0.2790725827217102
717,-0.5740740740740741,0,7.0,-0.10706387460231781
718,-0.9814814814814815,0,5.0,-0.10218358784914017
719,-0.8148148148148149,0,5.0,-0.11308136582374573
720,-0.32407407407407385,0,15.0,-0.05495210364460945
721,-0.092592592592593,0,52.0,-0.03463380038738251
722,-0.22916666666666652,0,24.0,-0.0897543728351593
723,-0.9351851851851852,0,5.0,-0.06583934277296066
724,-0.9953703703703703,0,2.0,-0.03411147743463516
725,-1.0,0,1.0,-0.03925245627760887
726,-0.9861111111111112,0,4.0,-0.058851294219493866
727,-1.0,0,1.0,-0.040766987949609756
728,-0.3564814814814814,0,12.0,-0.028312332928180695
729,-0.37499999999999967,0,23.0,-0.0850231796503067
730,-0.7222222222222222,0,16.0,-0.05891730263829231
731,-0.5555555555555554,0,23.0,-0.1063205897808075
732,-0.625,0,27.0,-0.07503342628479004
733,-1.0,0,1.0,-0.027067694813013077
734,-0.9953703703703703,0,2.0,0.011768873780965805
735,-0.37731481481481477,0,27.0,-0.047317251563072205
736,-0.9907407407407407,0,3.0,-0.19562408328056335
737,-0.8125,0,6.0,-0.07071499526500702
738,-0.39814814814814814,0,14.0,-0.03480575233697891
739,-0.5509259259259258,0,5.0,-0.0992307960987091
740,-0.39583333333333326,0,10.0,-0.1064603254199028
741,-0.412037037037037,0,4.0,-0.11071012169122696
742,-1.0,0,1.0,-0.045326635241508484
743,-0.31481481481481477,0,15.0,-0.05276565998792648
744,-0.7083333333333333,0,23.0,-0.0440690815448761
745,-1.0,0,1.0,-0.01634569838643074
746,-0.9097222222222222,0,14.0,-0.0455874502658844
747,-0.9953703703703703,0,2.0,-0.20202206075191498
748,-0.8935185185185185,0,5.0,-0.08836473524570465
749,-0.17361111111111083,0,27.0,-0.0722101628780365
750,-0.48611111111111116,0,10.0,-0.052959948778152466
751,-0.5370370370370369,0,12.0,-0.10912897437810898
752,-0.875,0,14.0,-0.06632498651742935
753,-0.35879629629629606,0,19.0,-0.044241126626729965
754,-0.7777777777777779,0,15.0,-0.0945906713604927
755,-1.0,0,1.0,-0.02569991908967495
756,-0.349537037037037,0,16.0,-0.0637294203042984
757,-0.9953703703703703,0,2.0,-0.13755004107952118
758,-0.8518518518518519,0,9.0,-0.06934845447540283
759,-0.736111111111111,0,6.0,-0.10568884015083313
760,-0.5555555555555556,0,9.0,-0.13230347633361816
761,-1.0,0,1.0,-0.020949041470885277
762,-0.8240740740740741,0,4.0,-0.0802091509103775
763,-0.875,0,15.0,-0.06712423264980316
764,-0.9675925925925926,0,2.0,-0.06427770853042603
765,-0.9120370370370371,0,4.0,-0.09996522963047028
766,1.9143518518518507,1,88.0,-0.36836856603622437
767,2.1157407407407405,1,60.0,0.023665089160203934
768,2.104166666666666,1,67.0,0.2654155194759369
769,-0.6041666666666666,0,25.0,-0.05666511878371239
770,-0.22685185185185175,0,19.0,-0.07619041204452515
771,-1.0,0,1.0,-0.017318038269877434
772,-0.4189814814814814,0,13.0,-0.04511839896440506
773,-0.3194444444444443,0,8.0,-0.07347345352172852
774,2.129629629629629,1,68.0,-0.5024994015693665
775,-0.6828703703703702,0,15.0,-0.08093592524528503
776,-0.3310185185185185,0,9.0,-0.0966598391532898
777,-0.9953703703703703,0,2.0,-0.14088809490203857
778,-0.9282407407407407,0,9.0,-0.09930281341075897
779,-0.41666666666666663,0,16.0,-0.02855689637362957
780,-0.9861111111111112,0,4.0,-0.07637143135070801
781,-0.5509259259259258,0,24.0,-0.04793111979961395
782,-0.9953703703703703,0,2.0,-0.1805116832256317
783,-0.9907407407407407,0,3.0,-7.638000533916056e-05
784,-0.9907407407407407,0,3.0,-0.07539760321378708
785,-0.736111111111111,0,15.0,-0.07221223413944244
786,-0.9953703703703703,0,2.0,6.360927363857627e-05
787,-0.44212962962962954,0,20.0,-0.04379016160964966
788,2.1412037037037024,1,84.0,0.07558977603912354
789,-0.43055555555555536,0,28.0,-0.05052832141518593
790,-0.3912037037037037,0,10.0,-0.037346020340919495
791,-0.962962962962963,0,9.0,-0.10279661417007446
792,-0.5717592592592592,0,25.0,-0.023157037794589996
793,0.05324074074074048,0,66.0,-0.06346480548381805
794,-0.5787037037037036,0,15.0,-0.03174180909991264
795,-0.9953703703703703,0,2.0,-0.16962377727031708
796,-1.0,0,1.0,-0.006957420613616705
797,-0.43287037037037046,0,24.0,-0.028260938823223114
798,-0.9907407407407407,0,3.0,-0.11737308651208878
799,-0.4189814814814814,0,8.0,-0.06101491302251816
800,-0.8680555555555556,0,18.0,-0.09671072661876678
801,-0.8449074074074074,0,22.0,-0.05547257512807846
802,-1.0,0,1.0,-0.0005622289609164
803,-0.6296296296296297,0,10.0,-0.06622611731290817
804,-0.9861111111111112,0,4.0,-0.062291696667671204
805,-0.6481481481481481,0,8.0,-0.04512840136885643
806,-0.31018518518518523,0,19.0,-0.04328208416700363
807,2.0833333333333326,1,65.0,-0.18623140454292297
808,-0.7199074074074074,0,15.0,-0.051395706832408905
809,-0.9652777777777778,0,8.0,-0.03437090292572975
810,-0.2129629629629628,0,46.0,-0.0671994537115097
811,-0.9768518518518519,0,6.0,-0.04361053556203842
812,-1.0,0,1.0,-0.002328219125047326
813,-0.4907407407407405,0,20.0,-0.062010157853364944
814,-0.9907407407407407,0,3.0,-0.09619097411632538
815,-0.2939814814814813,0,24.0,-0.07091951370239258
816,-1.0,0,1.0,-0.0027784020639955997
817,-0.9027777777777778,0,4.0,-0.08268366754055023
818,-0.9953703703703703,0,2.0,-0.1294572949409485
819,-0.5324074074074074,0,16.0,-0.1083010733127594
820,-0.5092592592592593,0,16.0,-0.06714427471160889
821,-0.9861111111111112,0,4.0,-0.08206357061862946
822,-0.9953703703703703,0,2.0,-0.13357047736644745
823,-0.6574074074074074,0,9.0,-0.12393271178007126
824,-0.8611111111111112,0,7.0,-0.0873643010854721
825,2.074074074074073,1,91.0,0.040844935923814774
826,-0.7384259259259258,0,12.0,-0.0885603278875351
827,-0.736111111111111,0,4.0,-0.06248337775468826
828,-1.0,0,1.0,-0.003434562124311924
829,-0.5115740740740741,0,10.0,-0.10548347234725952
830,-0.21759259259259245,0,32.0,-0.06369856745004654
831,-0.7777777777777778,0,7.0,-0.07337513566017151
832,-0.6574074074074073,0,19.0,-0.02363402023911476
833,-0.9212962962962963,0,2.0,-0.06261603534221649
834,-0.02777777777777779,0,52.0,-0.04412626102566719
835,-0.837962962962963,0,12.0,-0.07265117764472961
836,-0.21990740740740744,0,33.0,-0.023530885577201843
837,-0.5787037037037037,0,16.0,-0.06354662775993347
838,-0.2222222222222221,0,49.0,-0.057458557188510895
839,-0.5254629629629626,0,32.0,-0.036670759320259094
840,-0.18287037037037035,0,13.0,-0.021406667307019234
841,-0.8796296296296297,0,14.0,-0.04665157198905945
842,-0.962962962962963,0,9.0,-0.03681670129299164
843,0.09027777777777724,0,64.0,-0.04935396835207939
844,-0.42129629629629617,0,28.0,-0.03368420526385307
845,-0.4722222222222221,0,7.0,-0.06638883799314499
846,-0.5601851851851851,0,21.0,-0.07838000357151031
847,-0.5671296296296295,0,18.0,-0.043951839208602905
848,-0.6180555555555556,0,15.0,-0.08663982152938843
849,-0.3402777777777777,0,27.0,-0.020156130194664
850,-0.9861111111111112,0,4.0,-0.02257593348622322
851,-0.6458333333333333,0,16.0,-0.07559505850076675
852,-0.6273148148148149,0,12.0,-0.07900194823741913
853,0.11574074074074003,0,66.0,-1.1285245418548584
854,-0.8819444444444444,0,9.0,-0.11721447855234146
855,-0.47916666666666663,0,12.0,-0.06171122565865517
856,-0.6388888888888886,0,12.0,-0.01517413929104805
857,2.1342592592592586,1,71.0,-0.14710599184036255
858,-0.625,0,10.0,-0.08194170147180557
859,1.9074074074074066,1,62.0,-0.003100486472249031
860,-0.28935185185185175,0,16.0,-0.051183316856622696
861,-0.046296296296296835,0,53.0,-0.030896028503775597
862,-1.0,0,1.0,-0.003992273472249508
863,-0.43981481481481477,0,9.0,-0.06086617708206177
864,-0.6064814814814814,0,12.0,-0.043416522443294525
865,-0.9907407407407407,0,3.0,-0.09276681393384933
866,-0.6759259259259258,0,7.0,-0.12574464082717896
867,-0.05787037037037057,0,45.0,-0.01740669645369053
868,-1.0,0,1.0,0.0027549839578568935
869,-1.0,0,1.0,-0.017572032287716866
870,-0.7013888888888888,0,9.0,-0.054601915180683136
871,-1.0,0,1.0,0.00012935930863022804
872,-0.787037037037037,0,13.0,-0.06984895467758179
873,-0.6805555555555555,0,9.0,-0.10971099138259888
874,-1.0,0,1.0,-0.00039302356890402734
875,-0.9907407407407407,0,3.0,-0.16149255633354187
876,-0.3564814814814814,0,6.0,-0.06616473197937012
877,2.1365740740740735,1,59.0,-0.0040553417056798935
878,-0.7430555555555556,0,16.0,-0.05015832185745239
879,-0.5972222222222222,0,3.0,-0.0654265433549881
880,-0.9375,0,6.0,-0.047617387026548386
881,-0.9212962962962963,0,4.0,-0.09169736504554749
882,-0.39814814814814803,0,8.0,-0.04291417449712753
883,-0.9953703703703703,0,2.0,-0.08252926170825958
884,-0.8680555555555556,0,15.0,-0.03938782587647438
885,-0.9398148148148148,0,12.0,-0.07831732928752899
886,-0.5416666666666665,0,16.0,-0.046924203634262085
887,-0.8356481481481481,0,9.0,-0.08749061822891235
888,-0.9953703703703703,0,2.0,-0.06076006591320038
889,-0.9953703703703703,0,2.0,-0.06684219837188721
890,-0.537037037037037,0,22.0,-0.06101473420858383
891,-0.9861111111111112,0,4.0,-0.031468119472265244
892,-1.0,0,1.0,-0.006068401969969273
893,-0.662037037037037,0,6.0,-0.07155682146549225
894,-0.9953703703703703,0,2.0,-0.2284746766090393
895,0.18981481481481421,0,90.0,-0.0681878849864006
896,-0.5925925925925926,0,14.0,-0.06169022619724274
897,-0.6620370370370371,0,10.0,-0.1015789657831192
898,-0.8611111111111112,0,3.0,-0.07647581398487091
899,-0.9861111111111112,0,4.0,-0.17224694788455963
900,2.1412037037037033,1,74.0,-0.18619073927402496
901,-0.8796296296296297,0,10.0,-0.09103986620903015
902,-0.9907407407407407,0,3.0,-0.16914445161819458
903,-0.7314814814814814,0,5.0,-0.024471359327435493
904,-0.724537037037037,0,12.0,-0.06986196339130402
905,-0.7291666666666667,0,13.0,-0.09492455422878265
906,-0.4212962962962963,0,8.0,-0.05325257033109665
907,-0.45138888888888873,0,17.0,-0.0600179024040699
908,2.168981481481481,1,73.0,0.21828947961330414
909,-0.9583333333333334,0,10.0,-0.09603708982467651
910,-0.9444444444444444,0,3.0,-0.07589426636695862
911,-0.7731481481481481,0,10.0,-0.09961692243814468
912,-0.8055555555555556,0,9.0,-0.06916066259145737
913,-1.0,0,1.0,-0.03436529263854027
914,-0.6157407407407407,0,6.0,-0.09455663710832596
915,-0.9907407407407407,0,3.0,-0.15236636996269226
916,-0.6296296296296295,0,4.0,-0.12565992772579193
917,-0.9861111111111112,0,4.0,-0.2074892818927765
918,-1.0,0,1.0,-0.03371166065335274
919,-0.9953703703703703,0,2.0,-0.19540485739707947
920,-0.3240740740740736,0,37.0,-0.038553863763809204
921,-0.6666666666666667,0,20.0,-0.0694907158613205
922,-0.4907407407407406,0,11.0,-0.07889330387115479
923,-0.3032407407407405,0,38.0,-0.05297009274363518
924,-0.3564814814814814,0,8.0,-0.09860359132289886
925,-0.5300925925925926,0,13.0,-0.08019200712442398
926,-0.33564814814814803,0,16.0,-0.0665757805109024
927,-0.9953703703703703,0,2.0,-0.12636658549308777
928,-1.0,0,1.0,-0.03995417430996895
929,-0.7453703703703705,0,11.0,-0.06476227939128876
930,-0.75,0,6.0,-0.11086699366569519
931,-0.5763888888888887,0,16.0,-0.0844658762216568
932,-0.3194444444444444,0,34.0,-0.05064952373504639
933,-0.534722222222222,0,19.0,-0.0647415742278099
934,-0.287037037037037,0,11.0,-0.06429514288902283
935,-0.7592592592592593,0,16.0,-0.07401692122220993
936,-0.3402777777777777,0,14.0,-0.10207836329936981
937,-0.3564814814814815,0,17.0,-0.07535295188426971
938,-0.8333333333333334,0,10.0,-0.12947990000247955
939,-0.5694444444444444,0,14.0,-0.0992608517408371
940,-0.9907407407407407,0,3.0,-0.05072832480072975
941,-1.0,0,1.0,-0.01983676105737686
942,-0.8171296296296297,0,13.0,-0.09392040967941284
943,-0.9953703703703703,0,2.0,-0.06190590560436249
944,-0.37962962962962954,0,7.0,-0.058416008949279785
945,-1.0,0,1.0,-0.018608244135975838
946,-0.9606481481481481,0,9.0,-0.0648689791560173
947,-0.9907407407407407,0,3.0,-0.15627393126487732
948,-1.0,0,1.0,-0.047181595116853714
949,-0.7615740740740742,0,14.0,-0.06889030337333679
950,-0.3564814814814813,0,27.0,-0.07301534712314606
951,-0.5347222222222222,0,14.0,-0.06214119493961334
952,-0.4722222222222222,0,7.0,-0.03710697591304779
953,-1.0,0,1.0,-0.002176014008000493
954,-1.0,0,1.0,-0.00932995229959488
955,-0.9768518518518519,0,6.0,-0.06414886564016342
956,-0.9907407407407407,0,3.0,-0.15767784416675568
957,-0.31712962962962954,0,28.0,-0.09644146263599396
958,-1.0,0,1.0,-0.031117282807826996
959,-0.9814814814814815,0,5.0,-0.05421775206923485
960,-1.0,0,1.0,-0.006640700623393059
961,-0.3032407407407405,0,17.0,-0.07016956061124802
962,-0.8310185185185185,0,12.0,-0.04017504304647446
963,-1.0,0,1.0,-0.03867270424962044
964,-0.763888888888889,0,8.0,-0.10405158996582031
965,-0.4027777777777777,0,12.0,-0.07906316965818405
966,-0.6296296296296295,0,6.0,-0.0479043573141098
967,-0.9166666666666666,0,9.0,-0.049020376056432724
968,-0.5023148148148149,0,5.0,-0.04926958307623863
969,-0.8472222222222222,0,4.0,-0.08424481749534607
970,-0.025462962962963687,0,60.0,-0.0574786514043808
971,-1.0,0,1.0,-0.03985697031021118
972,-0.5648148148148145,0,21.0,-0.08010431379079819
973,-0.8472222222222222,0,6.0,-0.115934818983078
974,-0.9722222222222222,0,7.0,-0.12845465540885925
975,-0.9953703703703703,0,2.0,-0.08747900277376175
976,-1.0,0,1.0,-0.013406744226813316
977,-0.34953703703703687,0,18.0,-0.025507379323244095
978,-0.560185185185185,0,13.0,-0.11766337603330612
979,-0.9606481481481481,0,9.0,-0.05546358600258827
980,-0.9814814814814815,0,5.0,-0.06637377291917801
981,-0.29861111111111094,0,15.0,-0.07756392657756805
982,-0.6203703703703702,0,13.0,-0.0402926467359066
983,-0.712962962962963,0,3.0,-0.06572948396205902
984,-0.5763888888888886,0,18.0,-0.07289642095565796
985,-0.5694444444444445,0,14.0,-0.11342761665582657
986,-0.9953703703703703,0,2.0,-0.10920228064060211
987,-0.1967592592592594,0,22.0,-0.053296931087970734
988,-1.0,0,1.0,-0.0020387424156069756
989,-0.37962962962962965,0,9.0,-0.0563034750521183
990,-0.16666666666666652,0,23.0,-0.053718287497758865
991,-0.9907407407407407,0,3.0,-0.05230158567428589
992,1.979166666666666,1,62.0,0.01908225193619728
993,-1.0,0,1.0,-0.008278772234916687
994,-0.9953703703703703,0,2.0,-0.0854215919971466
995,-0.837962962962963,0,10.0,-0.12374074757099152
996,-1.0,0,1.0,-0.019661353901028633
997,-0.8078703703703705,0,10.0,-0.03487623110413551
998,-0.9074074074074074,0,11.0,-0.07439129054546356
999,-0.6527777777777778,0,14.0,-0.06512205302715302
1000,-0.9907407407407407,0,3.0,-0.0851258635520935
1001,-0.6805555555555555,0,9.0,-0.08438726514577866
1002,-0.9745370370370371,0,6.0,-0.07553359866142273
1003,-0.662037037037037,0,9.0,-0.12262730300426483
1004,-0.3912037037037035,0,37.0,-0.08961459249258041
1005,-0.8680555555555556,0,15.0,-0.07039805501699448
1006,-0.2569444444444444,0,23.0,-0.06707976758480072
1007,-0.6712962962962963,0,15.0,-0.08966299891471863
1008,1.9004629629629624,1,65.0,0.32415202260017395
1009,-0.7384259259259258,0,11.0,-0.11872124671936035
1010,-0.9953703703703703,0,2.0,-0.11493317782878876
1011,-0.5185185185185184,0,6.0,-0.08662353456020355
1012,-0.1064814814814814,0,29.0,-0.06557926535606384
1013,-0.8796296296296297,0,6.0,-0.0670967623591423
1014,-0.7708333333333335,0,24.0,-0.045326799154281616
1015,-0.372685185185185,0,27.0,-0.05299658700823784
1016,-0.2546296296296293,0,18.0,-0.05319005623459816
1017,-0.7222222222222223,0,15.0,-0.030624832957983017
1018,-0.599537037037037,0,22.0,-0.051999252289533615
1019,-0.9861111111111112,0,4.0,-0.055715713649988174
1020,-1.0,0,1.0,-0.02189953252673149
1021,-0.23379629629629628,0,9.0,-0.09478701651096344
1022,-0.9583333333333334,0,4.0,-0.10641730576753616
1023,-0.412037037037037,0,3.0,-0.06241922825574875
1024,-0.2060185185185185,0,31.0,-0.040475279092788696
