game,seed,rl_won,rl_steps,rl_reward,bayes_won,bayes_steps,bayes_reward
182,1743997476,0,2,-999.0,0,80,-743.0
183,607445022,1,91,10163.0,1,84,10181.0
184,1715503563,0,2,-999.0,1,93,10275.0
185,1752680832,1,101,10185.0,1,100,10213.0
186,1407214201,1,79,10234.0,1,69,10245.0
187,1596526395,0,67,-752.0,0,1,-1000.0
188,491136928,1,81,10268.0,1,83,10276.0
189,1207633723,1,105,10245.0,0,3,-998.0
190,295653661,1,91,10263.0,1,88,10268.0
191,124095016,0,2,-999.0,1,77,10258.0
192,911330081,0,87,-746.0,1,85,10256.0
193,632529546,1,90,10244.0,1,80,10265.0
194,325426993,0,2,-999.0,1,97,10274.0
195,1129929776,1,95,10248.0,1,91,10273.0
196,1875339376,1,85,10248.0,1,71,10274.0
197,533930745,1,61,10231.0,1,68,10258.0
198,384671782,1,75,10240.0,0,1,-1000.0
199,1864729514,0,95,-760.0,0,2,-999.0
200,65057289,1,76,10197.0,1,66,10209.0
