game,seed,rl_won,rl_steps,rl_reward,bayes_won,bayes_steps,bayes_reward
56,1563890638,1,84,10182.0,1,78,10186.0
57,551657761,0,1,-1000.0,1,63,10250.0
58,1972679534,0,1,-1000.0,0,78,-742.0
59,364416294,0,71,-777.0,0,68,-771.0
60,1343324047,1,69,10246.0,0,1,-1000.0
61,1106683805,1,84,10242.0,1,76,10254.0
62,1969505726,0,3,-998.0,0,5,-996.0
63,1326696624,0,1,-1000.0,1,100,10280.0
64,1856908173,0,3,-998.0,0,1,-1000.0
65,996800583,1,73,10245.0,1,73,10266.0
66,468458252,1,74,10256.0,0,1,-1000.0
67,406430445,0,2,-999.0,0,2,-999.0
68,1859994493,1,84,10243.0,1,93,10282.0
69,436386690,1,59,10233.0,1,57,10252.0
70,1569277833,1,116,10250.0,1,114,10280.0
71,1132670987,1,115,10255.0,0,1,-1000.0
72,596711166,1,98,10241.0,1,99,10262.0
73,881793131,1,93,10259.0,1,85,10265.0
74,1711637996,0,1,-1000.0,0,2,-999.0
75,972706137,1,77,10248.0,1,71,10267.0
76,1858049479,1,86,10251.0,1,76,10257.0
77,2031390834,1,77,10171.0,1,73,10170.0
78,643037983,0,69,-755.0,0,63,-745.0
79,1129167025,1,95,10251.0,1,75,10254.0
80,1131814256,1,116,10251.0,1,103,10281.0
81,1166011179,1,124,10246.0,1,122,10280.0
82,153516747,1,91,10252.0,1,87,10262.0
83,794201560,0,77,-776.0,0,76,-772.0
84,1252494947,1,87,10244.0,0,3,-998.0
85,1972064322,1,96,10245.0,1,92,10271.0
86,510900102,0,1,-1000.0,1,82,10266.0
87,1383168686,0,2,-999.0,0,1,-1000.0
88,1642746920,1,69,10250.0,0,2,-999.0
89,1984971981,0,1,-1000.0,0,1,-1000.0
90,372871098,1,83,10165.0,1,75,10173.0
91,1448038571,1,74,10156.0,1,77,10180.0
92,671608880,1,93,10261.0,1,91,10284.0
93,944998020,1,68,10247.0,0,1,-1000.0
94,31083701,0,55,-767.0,0,1,-1000.0
95,1551035837,1,102,10266.0,1,98,10278.0
96,69904718,1,89,10240.0,1,82,10252.0
97,803059054,1,60,10248.0,0,1,-1000.0
98,1066659082,1,75,10235.0,1,78,10245.0
99,1436707478,1,90,10244.0,1,83,10266.0
100,1005693509,0,3,-995.0,0,2,-999.0
101,1801464637,1,81,10213.0,1,68,10226.0
102,274212879,0,65,-827.0,0,68,-819.0
103,563165443,1,91,10193.0,1,95,10214.0
104,553111267,1,93,10237.0,1,97,10248.0
105,815560736,0,77,-756.0,1,67,10264.0
106,6831379,1,70,10246.0,0,4,-997.0
107,921954850,1,100,10256.0,1,87,10270.0
108,818336756,1,112,10251.0,1,97,10273.0
109,1257204109,1,72,10188.0,1,65,10188.0
110,1236678030,1,92,10271.0,1,89,10268.0
111,603990709,0,5,-996.0,1,95,10270.0
112,917617123,1,77,10240.0,1,73,10258.0
113,1080484779,1,73,10256.0,1,71,10265.0
114,1793368634,1,94,10238.0,1,87,10261.0
115,165097156,1,91,10212.0,1,87,10227.0
116,1323904880,0,61,-777.0,0,4,-997.0
117,172157002,1,91,10267.0,0,11,-989.0
118,571410849,1,78,10254.0,1,80,10268.0
119,953565535,0,79,-807.0,1,80,10202.0
120,1741656721,1,78,10244.0,1,77,10266.0
121,723223800,1,100,10242.0,1,101,10282.0
122,1072639628,1,127,10246.0,0,6,-995.0
123,1243123087,1,92,10253.0,0,3,-998.0
124,1629532755,1,94,10236.0,1,85,10245.0
125,849927323,0,65,-813.0,0,71,-795.0
126,1215667055,1,88,10247.0,0,4,-997.0
127,1801403296,0,66,-771.0,0,1,-1000.0
128,939396022,1,92,10235.0,1,90,10234.0
129,2014090198,0,64,-757.0,0,1,-1000.0
130,850735190,0,3,-995.0,1,81,10270.0
131,929911029,1,76,10257.0,1,70,10260.0
132,47749916,1,98,10251.0,0,5,-996.0
133,1145088216,1,74,10257.0,0,2,-999.0
134,1007923142,0,3,-998.0,0,4,-997.0
135,891377204,1,84,10166.0,1,76,10182.0
136,1339081471,1,61,10240.0,1,56,10260.0
137,1176425484,1,84,10193.0,1,78,10211.0
138,2031763099,0,1,-1000.0,0,1,-1000.0
139,873253819,1,114,10241.0,0,1,-1000.0
140,934855638,0,3,-993.0,0,4,-997.0
141,1744060416,0,1,-1000.0,1,66,10261.0
142,1042906971,1,61,10250.0,0,1,-1000.0
143,537439779,1,98,10255.0,0,3,-998.0
144,1114791282,1,85,10242.0,1,87,10239.0
145,1088190918,1,93,10254.0,1,100,10274.0
146,877442447,1,79,10239.0,1,78,10247.0
147,1140137344,1,62,10227.0,1,71,10234.0
148,1242954340,1,95,10254.0,1,99,10273.0
149,2084823303,1,68,10223.0,1,60,10230.0
150,151076919,1,74,10248.0,1,59,10259.0
151,1960719644,1,78,10258.0,1,71,10274.0
152,1048796290,0,1,-1000.0,1,91,10267.0
153,814917965,1,68,10240.0,0,1,-1000.0
154,1310276040,1,82,10218.0,1,75,10219.0
155,248246865,0,67,-783.0,1,74,10266.0
156,1597468218,1,96,10262.0,1,88,10267.0
157,202485893,1,75,10244.0,1,61,10256.0
158,923053584,1,85,10230.0,1,85,10236.0
159,433131173,1,91,10178.0,1,90,10185.0
160,650262628,1,92,10252.0,1,90,10265.0
161,1011214180,0,1,-1000.0,1,93,10265.0
162,12648749,1,87,10252.0,1,78,10258.0
163,1908354161,1,83,10251.0,0,1,-1000.0
164,1624526217,0,88,-787.0,0,88,-787.0
165,2058055077,1,78,10231.0,1,83,10250.0
166,166593126,0,1,-1000.0,0,3,-998.0
167,378496905,0,3,-993.0,1,99,10273.0
168,1052241298,1,81,10252.0,1,75,10264.0
169,1836830550,0,7,-994.0,1,54,10234.0
170,653610477,0,84,-791.0,1,92,10239.0
171,643126122,1,102,10247.0,1,91,10264.0
172,1805651843,1,83,10227.0,1,75,10237.0
173,3247489,1,77,10232.0,1,69,10256.0
174,2041131371,1,102,10236.0,1,103,10259.0
175,407920293,1,80,10195.0,1,76,10199.0
176,684777943,1,54,10248.0,0,48,-756.0
177,696117697,1,88,10214.0,1,86,10227.0
178,1927942719,1,70,10235.0,1,59,10249.0
179,1763833526,0,1,-1000.0,0,66,-749.0
180,724838116,1,92,10267.0,1,83,10263.0
181,733041285,0,7,-986.0,0,2,-999.0
182,1743997476,0,2,-999.0,0,78,-740.0
183,607445022,1,91,10163.0,1,81,10184.0
184,1715503563,0,2,-999.0,0,1,-1000.0
185,1752680832,1,106,10177.0,1,97,10202.0
186,1407214201,1,79,10234.0,1,76,10247.0
187,1596526395,1,65,10249.0,0,61,-737.0
188,491136928,1,89,10265.0,1,90,10269.0
189,1207633723,1,105,10250.0,1,104,10273.0
190,295653661,1,91,10260.0,1,89,10271.0
191,124095016,0,2,-999.0,1,84,10255.0
192,911330081,0,3,-998.0,1,82,10260.0
193,632529546,1,91,10249.0,0,5,-996.0
194,325426993,0,2,-999.0,1,88,10269.0
195,1129929776,1,95,10249.0,1,83,10262.0
196,1875339376,0,68,-795.0,1,81,10275.0
197,533930745,1,61,10234.0,1,61,10249.0
198,384671782,1,80,10238.0,0,1,-1000.0
199,1864729514,0,94,-763.0,0,4,-997.0
200,65057289,1,76,10196.0,1,64,10208.0
